"Item Id","Title","Released","Downloads"
"3587444","Episode #1 - Introduction","06/01/15","23"
"3601738","TBP02 - Holding Up the Sky","06/07/15","10"
"3615157","TBP03 - Bridging the Gender Gap","06/15/15","7"
"3626947","TBP04 - Change Jar 2.0","06/20/15","5"
"3643177","TBP05 - The World's Strongest","06/28/15","6"
"3652151","TBP06 - Aboard the Pequod","07/02/15","6"
"3658304","TBP07 - Under the Iron Veil","07/06/15","7"
"3665806","TBP08 - Bitcoin For The Bottom Billion","07/09/15","5"
"3683210","TBP09 - The Curious Case of Remittance","07/19/15","4"
"3693919","TBP10 - Bottoms Up","07/24/15","5"
"3712120","TBP11 - The End of Money","08/03/15","6"
"3722598","TBP12 - Boring Economics","08/08/15","5"
"3738019","TBP13 - The Greatest Truths","08/15/15","4"
"3753338","TBP14 - Sex and the Single Bitcoin","08/23/15","5"
"3767520","TBP15 - Ants Marching","08/30/15","4"
"3782254","TBP16 - The Dual Revolution","09/06/15","4"
"3795750","TBP17 - Oiling the Squeaky Wheel","09/13/15","3"
"3810427","TBP18 - From Cradle to Grave","09/20/15","4"
"3824811","TBP19 - Branding the Disruptive","09/27/15","4"
"3835124","TBP20 - Bottoms Up 2","10/01/15","4"
"3853199","TBP21 - Call For Papers","10/10/15","3"
"3865129","TBP22 - Vote With Your Feet","10/15/15","7"
"3886966","TBP23 - It’s a Mad, Mad, Mad, Mad Bitcoin World","10/25/15","4"
"3908295","TBP24 - Betting On Bitcoin","11/01/15","9"
"3928842","TBP25 - The $199 Incentive","11/08/15","5"
"3950872","TBP26 - Change Jar 3.0","11/15/15","4"
"3967847","TBP27 - London Calling","11/22/15","4"
"3982663","TBP28 - Modern Day Gold Rush","11/29/15","3"
"3998413","TBP29 - Take the Power Back","12/06/15","3"
"4013389","TBP30 - Bottoms Up 3","12/13/15","4"
"4028521","TBP31 - Off the Transparency Chain","12/20/15","5"
"4039879","TBP32 - The Marketing Blueprint","12/27/15","4"
"4051263","TBP33 - Canadian Bitcoin Scenario","01/02/16","3"
"4065979","TBP34 - 20,000 Lines Under the Code","01/09/16","10"
"4082608","TBP35 - Disruption or Disconnect","01/16/16","7"
"4098198","TBP36 - Bakesales for Bombers","01/23/16","6"
"4113611","TBP37 - Bitcoining with The BasedGod","01/30/16","14"
"4116630","TBP38 - Assumption of Trust","02/01/16","4"
"4132185","TBP39 - Running the Gamut","02/07/16","4"
"4146421","TBP40 - A Conservative Trillion","02/13/16","7"
"4157172","TBP41 - Making Inroads With Merchants","02/18/16","4"
"4164285","TBP42 - True Micropayments","02/21/16","4"
"4179950","TBP43 - The Mystery of Capital","02/27/16","4"
"4192897","TBP44 - Who Is Bitcoin Girl?","03/03/16","8"
"4200262","TBP45 - Bitcoin Evangelism","03/06/16","14"
"4216521","TBP46 - The Fundamental Conflict","03/13/16","6"
"4233077","TBP47 - Bottoms Up 4","03/20/16","5"
"4251330","TBP48 - Inertia, My Friend!","03/27/16","4"
"4261115","TBP49 - Welterweight Gold","03/31/16","4"
"4269854","TBP50 - Not Giving a Good Got Damn","04/04/16","4"
"4284694","TBP51 - Such Wow","04/10/16","5"
"4295051","TBP52 - Potential of the SDK","04/14/16","5"
"4300718","TBP53 - Tough Math","04/17/16","6"
"4311179","TBP54 - Revisiting the Divine Child","04/21/16","3"
"4317313","TBP55 - The Cryptocurrency 2.0 Project","04/24/16","4"
"4334647","TBP56 - Exploring European Fintech","05/01/16","3"
"4339537","TBP57 - Future of a Shared Economy","05/03/16","5"
"4352674","TBP58 - The Art of the Deal","05/08/16","10"
"4372409","TBP59 - Incredible India","05/16/16","1"
"4387211","TBP60 - Release the Kraken","05/23/16","4"
"4399035","TBP61 - Escaping War Zones","05/27/16","2"
"4404424","TBP62 - Still Holding Up the Sky","05/30/16","1"
"4421248","TBP63 - Change Jar 4.0","06/06/16","3"
"4431667","TBP64 - Shorting the Bull Rally","06/09/16","1"
"4436659","TBP65 - Exosphere Academy","06/12/16","3"
"4453165","TBP66 - Cultures of Innovation","06/18/16","3"
"4463386","TBP67 - Follow the LeadTuur","06/22/16","2"
"4470918","TBP68 - Deconstructing theDAO Attack","06/26/16","1"
"4481878","TBP69 - The Ubitquity Platform","06/30/16","1"
"4488980","TBP70 - Whitehat","07/03/16","1"
"4504116","TBP71 - Bitcoin Wealth Alliance","07/10/16","1"
"4506392","TBP72 - The Broader Economy","07/11/16","27"
"4520410","TBP73 - Navigating the New Marketplace","07/17/16","1"
"4528886","TBP74 - Cryptocurrency Fellowship","07/20/16","1"
"4536953","TBP75 - Attention Economy","07/23/16","0"
"4554551","TBP76 - Skynet","07/31/16","0"
"4556023","TBP77 - Collective Governance","08/01/16","0"
"4571200","TBP78 - The Price of Privatization","08/06/16","1"
"4589710","TBP79 - Infrastructure for a Seven Billion World","08/13/16","15"
"4589821","TBP80 - A Means to an End","08/13/16","5"
"4606217","TBP81 - Redefining Trust","08/21/16","2"
"4622866","TBP82 - Unifying Blockchain Tech","08/28/16","1"
"4624827","TBP83 - Lightning Network Deep Dive","08/29/16","8"
